     -3.16980787     -3.15882771     -3.15557364     -3.14746863     -3.14459370     -3.14459348     -3.14459348     -3.13361332     -3.13323461     -3.13323440
     -3.30416200     -3.29318188     -3.29280296     -3.28182447     -3.28182284     -3.28182284     -3.28182283     -3.27894789     -3.27084435     -3.27084435
     -3.29725618     -3.28627610     -3.28589717     -3.27491873     -3.27491709     -3.27491708     -3.27491708     -3.27204213     -3.26393864     -3.26393864
     -3.29037052     -3.27939047     -3.27901155     -3.26803314     -3.26803150     -3.26803150     -3.26803149     -3.26515653     -3.25705309     -3.25705309
     -3.28350498     -3.27252496     -3.27214604     -3.26116768     -3.26116603     -3.26116603     -3.26116602     -3.25829104     -3.25018766     -3.25018766
     -3.27665950     -3.26567952     -3.26530060     -3.25432228     -3.25432062     -3.25432062     -3.25432062     -3.25144563     -3.24334230     -3.24334229
     -3.26983405     -3.25885410     -3.25847518     -3.24749690     -3.24749524     -3.24749524     -3.24749523     -3.24462023     -3.23651695     -3.23651695
     -3.26302856     -3.25204865     -3.25166974     -3.24069149     -3.24068983     -3.24068983     -3.24068982     -3.23781480     -3.22971158     -3.22971157
     -3.25624299     -3.24526312     -3.24488421     -3.23390600     -3.23390433     -3.23390433     -3.23390433     -3.23102929     -3.22292613     -3.22292612
     -3.24947730     -3.23849746     -3.23811855     -3.22714039     -3.22713871     -3.22713871     -3.22713871     -3.22426366     -3.21616055     -3.21616054
     -3.24273143     -3.23175163     -3.23137272     -3.22039460     -3.22039292     -3.22039292     -3.22039291     -3.21751785     -3.20941479     -3.20941479
     -3.23600534     -3.22502557     -3.22464667     -3.21366858     -3.21366690     -3.21366690     -3.21366690     -3.21079182     -3.20268882     -3.20268881
     -3.22929897     -3.21831924     -3.21794034     -3.20696230     -3.20696061     -3.20696061     -3.20696060     -3.20408551     -3.19598257     -3.19598256
     -3.22261228     -3.21163259     -3.21125369     -3.20027569     -3.20027400     -3.20027400     -3.20027399     -3.19739888     -3.18929600     -3.18929599
     -3.21594522     -3.20496557     -3.20458667     -3.19360871     -3.19360702     -3.19360702     -3.19360701     -3.19073189     -3.18262905     -3.18262905
